Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Grade_Trajectory,Approval_Trajectory,Struggle_Index,Completion_Rate_S1,Financial_Risk,Support_Score
-0.2999145248391255,1.1834708783277468,-0.5640983764962192,0.13290264827875273,0.3592804282555998,-0.34206633267917474,0.5371397831302663,-0.1260967344891618,1.0872548320813393,-1.2757653344749582,-0.048622048118110786,-0.3683918358784793,0.5298122076379218,-1.1000207553043972,-0.1038754776764615,-0.35744508709907064,0.3897740880896683,1.4219185058409152,-0.6139673470728656,4.782556911476669,-0.1548464820531332,-0.3041823164724496,-0.5239421989324093,-1.8880002267528122,-1.5022357846649923,-2.1129503695594343,-0.18977620893471886,-0.2864501205525586,-0.5758032489839442,-1.9543209797184002,-1.4464025724922505,-1.8481517974281028,-0.19853945630581948,1.4407664472810948,1.1165795715936777,-1.773740329856634,0.18159769907376228,0.21426220464996196,-1.671448697677681,-1.8751858729228834,-0.4703129605999885,-0.28276803144938867
-0.2999145248391255,-0.9994628867820449,2.4211256514673716,0.18584812798069536,0.3592804282555998,-0.34206633267917474,-0.9700164300849541,-0.1260967344891618,-1.0908284982163685,-0.23191444428804123,-0.3075433703705443,-0.058417530661470034,-0.8559589835249246,0.9090737562704264,-0.1038754776764615,-0.35744508709907064,-2.5655887103761192,1.4219185058409152,-0.6139673470728656,-0.5705642009507077,-0.1548464820531332,-0.3041823164724496,-0.13400674385816103,-1.8880002267528122,-1.5022357846649923,-2.1129503695594343,-0.18977620893471886,-0.2864501205525586,-0.13226674101328809,-1.9543209797184002,-1.4464025724922505,-1.8481517974281028,-0.19853945630581948,-1.0339441826517242,0.11240634482099723,1.5634440706102104,0.18159769907376228,0.21426220464996196,-1.671448697677681,-1.8751858729228834,2.126243764841773,-0.28276803144938867
-0.2999145248391255,-0.022887255022401215,-0.5640983764962192,0.12449074963451884,0.3592804282555998,-0.34206633267917474,0.9892866470948325,-0.1260967344891618,-1.0908284982163685,-1.2757653344749582,-0.22123626295306648,-0.3683918358784793,0.7141266025216514,-1.1000207553043972,-0.1038754776764615,-0.35744508709907064,0.3897740880896683,1.4219185058409152,-0.6139673470728656,-0.6980194655323119,-0.1548464820531332,-0.3041823164724496,-0.13400674385816103,0.6764303899404371,0.05302008651758809,0.5974678466064716,-0.18977620893471886,-0.2864501205525586,-0.13226674101328809,1.3190951268670312,-0.4924995284685952,0.47581444813728246,-0.19853945630581948,0.8408365976004115,-1.1069468591172575,0.3643500720276719,-0.13890014848122498,-1.3126517641929571,-0.43365606708173277,0.3160874113170777,-0.4703129605999885,-0.28276803144938867
-0.2999145248391255,1.1834708783277468,0.1822076304946785,0.3352830333076737,0.3592804282555998,-0.34206633267917474,-0.21643832347734387,-0.1260967344891618,-0.06584810748803534,-0.23191444428804123,-0.2643898166618054,-0.2355457050711896,-1.8662749258505467,-1.1000207553043972,-0.1038754776764615,-0.35744508709907064,0.3897740880896683,1.4219185058409152,1.628751113178206,0.1941673865389175,-0.1548464820531332,-0.3041823164724496,0.2559287112160873,-0.2560898343116535,-0.88013343619196,-0.11999579884920937,-0.18977620893471886,-0.2864501205525586,0.31126976695736797,-0.19171230694162936,-1.4464025724922505,-1.8481517974281028,-0.19853945630581948,1.4407664472810948,1.1165795715936777,-1.773740329856634,-3.252307810443958,-1.3126517641929571,-1.671448697677681,-1.108240223438897,-0.4703129605999885,1.479374379127917
-0.2999145248391255,1.8728183830992597,-0.5640983764962192,0.18584812798069536,0.3592804282555998,-0.34206633267917474,-0.9700164300849541,-0.1260967344891618,1.1513161065018602,1.0076584878089225,-0.048622048118110786,-0.058417530661470034,-0.6375122932923575,-1.1000207553043972,-0.1038754776764615,-0.35744508709907064,0.3897740880896683,-0.703275184824045,-0.6139673470728656,0.57653318028373,-0.1548464820531332,-0.3041823164724496,-0.13400674385816103,-0.022959778248630845,0.3640712607541042,0.4494197927822836,-0.18977620893471886,-0.2864501205525586,-0.13226674101328809,0.06008893202648074,0.1434358342138417,0.4635830468448331,-0.19853945630581948,-1.0339441826517242,0.11240634482099723,1.5634440706102104,0.09329727168616347,-0.5491947797714976,0.39153901998223284,0.7543420681650697,-0.4703129605999885,-0.28276803144938867
-0.2999145248391255,-0.9994628867820449,-0.5640983764962192,0.13290264827875273,0.3592804282555998,-0.34206633267917474,-1.2714476727279982,-0.1260967344891618,-0.06584810748803534,-0.23191444428804123,-0.22123626295306648,-0.10269957426389993,0.03830715461464694,-1.1000207553043972,-0.1038754776764615,2.7976325206082273,-2.5655887103761192,-0.703275184824045,1.628751113178206,-0.4431089363691035,-0.1548464820531332,-0.3041823164724496,-0.5239421989324093,0.9095604460034599,-0.88013343619196,0.4778905723638581,1.1914521388006787,-0.2864501205525586,-0.5758032489839442,1.3190951268670312,-0.8104672098098136,0.26176492551941816,-0.19853945630581948,-0.8464661046265107,-1.4655801543932152,-1.3593475509347277,-0.33348812735389566,0.21426220464996196,-0.7087210961030546,-0.8525916736109016,2.126243764841773,-0.28276803144938867
-0.2999145248391255,-0.9994628867820449,-0.5640983764962192,0.09480169559604633,0.3592804282555998,-0.34206633267917474,-0.14108051281658285,-0.1260967344891618,-1.0908284982163685,-1.2757653344749582,-0.3075433703705443,-0.3241097922760494,0.5844238801960644,-1.1000207553043972,-0.1038754776764615,-0.35744508709907064,0.3897740880896683,-0.703275184824045,1.628751113178206,-0.3156536717874993,-0.1548464820531332,0.10083622870682306,-0.13400674385816103,-0.022959778248630845,0.3640712607541042,0.39247823361913414,1.1914521388006787,-0.2864501205525586,-0.13226674101328809,0.06008893202648074,0.4614035155550601,0.28469880294276073,-0.19853945630581948,0.8408365976004115,-1.1069468591172575,0.3643500720276719,-0.14339692950559324,0.21426220464996196,0.8041365635142155,0.7543420681650697,-0.4703129605999885,1.479374379127917
-0.2999145248391255,1.1834708783277468,-0.5640983764962192,0.10222395910566445,0.3592804282555998,-0.34206633267917474,0.01717088957101486,-0.1260967344891618,-1.21895104705741,-1.4062466957483228,-0.2643898166618054,-0.2798277486736195,-0.5009831118970032,-1.1000207553043972,-0.1038754776764615,2.7976325206082273,-2.5655887103761192,1.4219185058409152,-0.6139673470728656,0.9588989740285426,-0.1548464820531332,-0.3041823164724496,-0.5239421989324093,1.1426905020664826,-0.25803108771892797,0.5775383008993694,1.1914521388006787,-0.2864501205525586,-0.5758032489839442,1.067293887898921,-0.4924995284685952,0.29234342875054153,1.117804336187559,-0.8464661046265107,-1.4655801543932152,-1.3593475509347277,-0.44795164433781987,-0.5491947797714976,-0.22735729531574134,0.17000252570108013,2.126243764841773,-2.0449104420266946
-0.2999145248391255,1.355807754520625,-0.5640983764962192,0.3075732495384327,0.3592804282555998,-0.34206633267917474,0.009635108504939184,-0.1260967344891618,-1.21895104705741,-1.4062466957483228,-0.2643898166618054,-0.2798277486736195,-1.8662749258505467,-1.1000207553043972,-0.1038754776764615,-0.35744508709907064,0.3897740880896683,-0.703275184824045,-0.6139673470728656,-0.4431089363691035,-0.1548464820531332,0.10083622870682306,0.6458641662903355,-0.022959778248630845,0.6751224349906202,0.19318277654811167,-0.18977620893471886,0.20723008721280053,0.7548062749280241,0.06008893202648074,0.7793711968962785,0.2748699983327567,-0.19853945630581948,0.39088921033989854,1.762119503090401,-0.7333499487335492,0.18159769907376228,0.21426220464996196,0.5749157059964474,0.5108672588050742,-0.4703129605999885,-0.28276803144938867
-0.2999145248391255,1.1834708783277468,-0.5640983764962192,0.18584812798069536,0.3592804282555998,1.5045195747674658,0.01717088957101486,-0.1260967344891618,-1.0908284982163685,-0.23191444428804123,-0.35069692407928327,-0.3241097922760494,-0.19379245375745585,-1.1000207553043972,-0.1038754776764615,-0.35744508709907064,0.3897740880896683,-0.703275184824045,1.628751113178206,1.5961752969365637,-0.1548464820531332,-0.3041823164724496,-0.13400674385816103,-0.2560898343116535,0.3640712607541042,0.6202444702717312,-0.18977620893471886,-0.2864501205525586,-0.13226674101328809,-0.44351354590973946,0.1434358342138417,0.5002772507221815,-0.19853945630581948,1.7032357565163936,-0.6765869047861088,-0.389492110904733,-0.13235937608214302,-0.5491947797714976,0.39153901998223284,0.7543420681650697,-0.4703129605999885,1.479374379127917
